25|DROQEE|2025-03-20|7383509759166|2025-03-20|2025-03-20 00:46:00.000000|1|OC|SYS|SYS|||2025-03-20|00:46:00.000000|DROQEE||||7383509759166|1A|K6|0|0|0||||||
25|SYMMJZ|2025-01-28|1889043317358|2025-01-30|2025-03-24 04:36:00.000000|3|PNRP|SYS|SYS|||2025-03-24|04:36:00.000000|SYMMJZ||||1889043317358|K6|K6|0|0|0||||||
25|ILBSHA|2025-03-24|7389085920708|2025-03-25|2025-03-25 04:55:00.000000|1|OC|SYS|SYS|||2025-03-25|04:55:00.000000|ILBSHA||||7389085920708|1A|K6|0|0|0||||||
25|ILBSHA|2025-03-24|7389085920707|2025-03-25|2025-03-25 04:55:00.000000|1|OC|SYS|SYS|||2025-03-25|04:55:00.000000|ILBSHA||||7389085920707|1A|K6|0|0|0||||||
25|JTSXBZ|2025-03-12|2752831251560|2025-03-25|2025-03-25 11:03:00.000000|1|OC|SYS|SYS|||2025-03-25|11:03:00.000000|JTSXBZ||||2752831251560|1A|K6|0|0|0||||||
25|JTSXBZ|2025-03-12|2752831251561|2025-03-25|2025-03-25 11:03:00.000000|1|OC|SYS|SYS|||2025-03-25|11:03:00.000000|JTSXBZ||||2752831251561|1A|K6|0|0|0||||||
25|JTSXBZ|2025-03-12|2752831251558|2025-03-25|2025-03-25 11:03:00.000000|1|OC|SYS|SYS|||2025-03-25|11:03:00.000000|JTSXBZ||||2752831251558|1A|K6|0|0|0||||||
25|JTSXBZ|2025-03-12|2752831251559|2025-03-25|2025-03-25 11:03:00.000000|1|OC|SYS|SYS|||2025-03-25|11:03:00.000000|JTSXBZ||||2752831251559|1A|K6|0|0|0||||||
25|GGPYPL|2025-03-30|7387284700600|2025-03-30|2025-03-30 10:51:00.000000|1|OC|SYS|SYS|||2025-03-30|10:51:00.000000|GGPYPL||||7387284700600|1A|K6|0|0|0||||||
25|GGPYPL|2025-03-30|7387284700602|2025-03-30|2025-03-30 10:51:00.000000|1|OC|SYS|SYS|||2025-03-30|10:51:00.000000|GGPYPL||||7387284700602|1A|K6|0|0|0||||||
25|GGPYPL|2025-03-30|7387284700601|2025-03-30|2025-03-30 10:51:00.000000|1|OC|SYS|SYS|||2025-03-30|10:51:00.000000|GGPYPL||||7387284700601|1A|K6|0|0|0||||||
25|GGPYPL|2025-03-30|7387284700603|2025-03-30|2025-03-30 10:51:00.000000|1|OC|SYS|SYS|||2025-03-30|10:51:00.000000|GGPYPL||||7387284700603|1A|K6|0|0|0||||||
25|UMKISH|2025-03-26|7383471235844|2025-04-03|2025-04-03 11:37:00.000000|1|OC|SYS|SYS|||2025-04-03|11:37:00.000000|UMKISH||||7383471235844|1A|K6|0|0|0||||||
25|UMKISH|2025-03-26|7383471235843|2025-04-03|2025-04-03 11:37:00.000000|1|OC|SYS|SYS|||2025-04-03|11:37:00.000000|UMKISH||||7383471235843|1A|K6|0|0|0||||||
25|HGHELA|2025-04-17|1762837417502|2025-04-17|2025-04-17 17:37:00.000000|1|OC|SYS|SYS|||2025-04-17|17:37:00.000000|HGHELA||||1762837417502|EK|K6|0|0|0||||||
25|HGHELA|2025-04-17|1762837417500|2025-04-17|2025-04-17 17:37:00.000000|1|OC|SYS|SYS|||2025-04-17|17:37:00.000000|HGHELA||||1762837417500|EK|K6|0|0|0||||||
25|HGHELA|2025-04-17|1762837417501|2025-04-17|2025-04-17 17:37:00.000000|1|OC|SYS|SYS|||2025-04-17|17:37:00.000000|HGHELA||||1762837417501|EK|K6|0|0|0||||||
25|HGHELA|2025-04-17|1762837417504|2025-04-17|2025-04-17 17:37:00.000000|1|OC|SYS|SYS|||2025-04-17|17:37:00.000000|HGHELA||||1762837417504|EK|K6|0|0|0||||||
25|HGHELA|2025-04-17|1762837417499|2025-04-17|2025-04-17 17:37:00.000000|1|OC|SYS|SYS|||2025-04-17|17:37:00.000000|HGHELA||||1762837417499|EK|K6|0|0|0||||||
25|HGHELA|2025-04-17|1762837417503|2025-04-17|2025-04-17 17:37:00.000000|1|OC|SYS|SYS|||2025-04-17|17:37:00.000000|HGHELA||||1762837417503|EK|K6|0|0|0||||||
25|WMTSWP|2025-04-18|1762837428547|2025-04-18|2025-04-18 17:05:00.000000|1|OC|SYS|SYS|||2025-04-18|17:05:00.000000|WMTSWP||||1762837428547|EK|K6|0|0|0||||||
25|WMTSWP|2025-04-18|1762837428549|2025-04-18|2025-04-18 17:05:00.000000|1|OC|SYS|SYS|||2025-04-18|17:05:00.000000|WMTSWP||||1762837428549|EK|K6|0|0|0||||||
25|WMTSWP|2025-04-18|1762837428548|2025-04-18|2025-04-18 17:05:00.000000|1|OC|SYS|SYS|||2025-04-18|17:05:00.000000|WMTSWP||||1762837428548|EK|K6|0|0|0||||||
25|IAWUWL|2025-04-19|1762837434072|2025-04-19|2025-04-19 12:11:00.000000|1|OC|SYS|SYS|||2025-04-19|12:11:00.000000|IAWUWL||||1762837434072|EK|K6|0|0|0||||||
25|IAWUWL|2025-04-19|1762837434071|2025-04-19|2025-04-19 12:11:00.000000|1|OC|SYS|SYS|||2025-04-19|12:11:00.000000|IAWUWL||||1762837434071|EK|K6|0|0|0||||||
25|CHABUX|2025-04-28|1692803173541|2025-04-29|2025-04-29 23:24:00.000000|1|OC|SYS|SYS|||2025-04-29|23:24:00.000000|CHABUX||||1692803173541|1A|K6|0|0|0||||||
25|CBDRXR|2025-05-06|7386371781304|2025-05-06|2025-05-06 03:29:00.000000|1|OC|SYS|SYS|||2025-05-06|03:29:00.000000|CBDRXR||||7386371781304|1S|K6|0|0|0||||||
25|CBDRXR|2025-05-06|7386371781302|2025-05-06|2025-05-06 03:29:00.000000|1|OC|SYS|SYS|||2025-05-06|03:29:00.000000|CBDRXR||||7386371781302|1S|K6|0|0|0||||||
25|IWISIE|2025-05-08|7382876868341|2025-05-08|2025-05-08 10:03:00.000000|1|OC|SYS|SYS|||2025-05-08|10:03:00.000000|IWISIE||||7382876868341|1A|K6|0|0|0||||||
25|IWISIE|2025-05-08|7382876868340|2025-05-08|2025-05-08 10:03:00.000000|1|OC|SYS|SYS|||2025-05-08|10:03:00.000000|IWISIE||||7382876868340|1A|K6|0|0|0||||||
